Mod:Item:MetaData, Localized Name
appliedenergistics2:facade:0, Cable Facade - Green Rimmed Black Stable Stone
appliedenergistics2:facade:0, Cable Facade - Light Blue Stable Stone
appliedenergistics2:facade:0, Cable Facade - Light Blue Rimmed Stable Stone
appliedenergistics2:facade:0, Cable Facade - Light Blue Rimmed Black Stable Stone
appliedenergistics2:facade:0, Cable Facade - Light Stable Stone
appliedenergistics2:facade:0, Cable Facade - Light Rimmed Stable Stone
appliedenergistics2:facade:0, Cable Facade - Light Rimmed Black Stable Stone
appliedenergistics2:facade:0, Cable Facade - Lime Stable Stone
appliedenergistics2:facade:0, Cable Facade - Lime Rimmed Stable Stone
appliedenergistics2:facade:0, Cable Facade - Lime Rimmed Black Stable Stone
appliedenergistics2:facade:0, Cable Facade - Magenta Stable Stone
appliedenergistics2:facade:0, Cable Facade - Magenta Rimmed Stable Stone
appliedenergistics2:facade:0, Cable Facade - Magenta Rimmed Black Stable Stone
appliedenergistics2:facade:0, Cable Facade - Orange Stable Stone
appliedenergistics2:facade:0, Cable Facade - Orange Rimmed Stable Stone
appliedenergistics2:facade:0, Cable Facade - Orange Rimmed Black Stable Stone
appliedenergistics2:facade:0, Cable Facade - Pink Stable Stone
appliedenergistics2:facade:0, Cable Facade - Pink Rimmed Stable Stone
appliedenergistics2:facade:0, Cable Facade - Pink Rimmed Black Stable Stone
appliedenergistics2:facade:0, Cable Facade - Plain Stable Stone
appliedenergistics2:facade:0, Cable Facade - Plain Rimmed Stable Stone
appliedenergistics2:facade:0, Cable Facade - Plain Rimmed Black Stable Stone
appliedenergistics2:facade:0, Cable Facade - Purple Stable Stone
appliedenergistics2:facade:0, Cable Facade - Purple Rimmed Stable Stone
appliedenergistics2:facade:0, Cable Facade - Purple Rimmed Black Stable Stone
appliedenergistics2:facade:0, Cable Facade - Red Stable Stone
appliedenergistics2:facade:0, Cable Facade - Red Rimmed Stable Stone
appliedenergistics2:facade:0, Cable Facade - Red Rimmed Black Stable Stone
appliedenergistics2:facade:0, Cable Facade - Yellow Stable Stone
appliedenergistics2:facade:0, Cable Facade - Yellow Rimmed Stable Stone
appliedenergistics2:facade:0, Cable Facade - Yellow Rimmed Black  Stable Stone
appliedenergistics2:facade:0, Cable Facade - Redstone Proxy
appliedenergistics2:facade:0, Cable Facade - Livestock Crate
appliedenergistics2:facade:0, Cable Facade - Medical Crate
appliedenergistics2:facade:0, Cable Facade - Utility Crate
appliedenergistics2:crystal_seed:0, Certus Quartz Seed
appliedenergistics2:crystal_seed:600, Nether Quartz Seed
appliedenergistics2:crystal_seed:1200, Fluix Seed
appliedenergistics2:crystal_seed:0, Certus Quartz Seed
appliedenergistics2:crystal_seed:600, Nether Quartz Seed
appliedenergistics2:crystal_seed:1200, Fluix Seed
appliedenergistics2:crystal_seed:0, Certus Quartz Seed
appliedenergistics2:crystal_seed:600, Nether Quartz Seed
appliedenergistics2:crystal_seed:1200, Fluix Seed
appliedenergistics2:encoded_pattern, Encoded Pattern
appliedenergistics2:paint_ball:0, Paint Ball - White
appliedenergistics2:paint_ball:1, Paint Ball - Orange
appliedenergistics2:paint_ball:2, Paint Ball - Magenta
appliedenergistics2:paint_ball:3, Paint Ball - Light Blue
appliedenergistics2:paint_ball:4, Paint Ball - Yellow
appliedenergistics2:paint_ball:5, Paint Ball - Lime
appliedenergistics2:paint_ball:6, Paint Ball - Pink
appliedenergistics2:paint_ball:7, Paint Ball - Gray
appliedenergistics2:paint_ball:8, Paint Ball - Light Gray
appliedenergistics2:paint_ball:9, Paint Ball - Cyan
appliedenergistics2:paint_ball:10, Paint Ball - Purple
appliedenergistics2:paint_ball:11, Paint Ball - Blue
appliedenergistics2:paint_ball:12, Paint Ball - Brown
appliedenergistics2:paint_ball:13, Paint Ball - Green
appliedenergistics2:paint_ball:14, Paint Ball - Red
appliedenergistics2:paint_ball:15, Paint Ball - Black
appliedenergistics2:paint_ball:20, Paint Ball - Lumen White
appliedenergistics2:paint_ball:21, Paint Ball - Lumen Orange
appliedenergistics2:paint_ball:22, Paint Ball - Lumen Magenta
appliedenergistics2:paint_ball:23, Paint Ball - Lumen Light Blue
appliedenergistics2:paint_ball:24, Paint Ball - Lumen Yellow
appliedenergistics2:paint_ball:25, Paint Ball - Lumen Lime
appliedenergistics2:paint_ball:26, Paint Ball - Lumen Pink
appliedenergistics2:paint_ball:27, Paint Ball - Lumen Gray
appliedenergistics2:paint_ball:28, Paint Ball - Lumen Light Gray
appliedenergistics2:paint_ball:29, Paint Ball - Lumen Cyan
appliedenergistics2:paint_ball:30, Paint Ball - Lumen Purple
appliedenergistics2:paint_ball:31, Paint Ball - Lumen Blue
appliedenergistics2:paint_ball:32, Paint Ball - Lumen Brown
appliedenergistics2:paint_ball:33, Paint Ball - Lumen Green
appliedenergistics2:paint_ball:34, Paint Ball - Lumen Red
appliedenergistics2:paint_ball:35, Paint Ball - Lumen Black
appliedenergistics2:material:28, Advanced Card
appliedenergistics2:material:44, Annihilation Core
appliedenergistics2:material:25, Basic Card
appliedenergistics2:material:52, Blank Pattern
appliedenergistics2:material:23, Calculation Processor
appliedenergistics2:material:13, Inscriber Calculation Press
appliedenergistics2:material:16, Printed Calculation Circuit
appliedenergistics2:material:27, Capacity Card
appliedenergistics2:material:53, Crafting Card
appliedenergistics2:material:29, Fuzzy Card
appliedenergistics2:material:31, Inverter Card
appliedenergistics2:material:26, Redstone Card
appliedenergistics2:material:30, Acceleration Card
appliedenergistics2:material:34, 128³ Spatial Component
appliedenergistics2:material:33, 16³ Spatial Component
appliedenergistics2:material:37, 16k ME Storage Component
appliedenergistics2:material:35, 1k ME Storage Component
appliedenergistics2:material:32, 2³ Spatial Component
appliedenergistics2:material:36, 4k ME Storage Component
appliedenergistics2:material:38, 64k ME Storage Component
appliedenergistics2:material:0, Certus Quartz Crystal
appliedenergistics2:material:1, Charged Certus Quartz Crystal
appliedenergistics2:material:2, Certus Quartz Dust
appliedenergistics2:material:39, ME Storage Housing
appliedenergistics2:material:46, Ender Dust
appliedenergistics2:material:24, Engineering Processor
appliedenergistics2:material:14, Inscriber Engineering Press
appliedenergistics2:material:17, Printed Engineering Circuit
appliedenergistics2:material:4, Flour
appliedenergistics2:material:7, Fluix Crystal
appliedenergistics2:material:8, Fluix Dust
appliedenergistics2:material:9, Fluix Pearl
appliedenergistics2:material:43, Formation Core
appliedenergistics2:material:22, Logic Processor
appliedenergistics2:material:15, Inscriber Logic Press
appliedenergistics2:material:18, Printed Logic Circuit
appliedenergistics2:material:6, Matter Ball
appliedenergistics2:material:21, Inscriber Name Press
appliedenergistics2:material:3, Nether Quartz Dust
appliedenergistics2:material:10, Pure Certus Quartz Crystal
appliedenergistics2:material:12, Pure Fluix Crystal
appliedenergistics2:material:11, Pure Nether Quartz Crystal
appliedenergistics2:material:48, Quantum Entangled Singularity
appliedenergistics2:material:5, Silicon
appliedenergistics2:material:19, Inscriber Silicon Press
appliedenergistics2:material:20, Printed Silicon
appliedenergistics2:material:47, Singularity
appliedenergistics2:material:45, Sky Stone Dust
appliedenergistics2:material:41, Wireless Receiver
appliedenergistics2:material:42, Wireless Booster
appliedenergistics2:material:40, Wooden Gear
appliedenergistics2:part:300, ME Annihilation Plane
appliedenergistics2:part:120, Cable Anchor
appliedenergistics2:part:20, ME Covered Cable - White
appliedenergistics2:part:21, ME Covered Cable - Orange
appliedenergistics2:part:22, ME Covered Cable - Magenta
appliedenergistics2:part:23, ME Covered Cable - Light Blue
appliedenergistics2:part:24, ME Covered Cable - Yellow
appliedenergistics2:part:25, ME Covered Cable - Lime
appliedenergistics2:part:26, ME Covered Cable - Pink
appliedenergistics2:part:27, ME Covered Cable - Gray
appliedenergistics2:part:28, ME Covered Cable - Light Gray
appliedenergistics2:part:29, ME Covered Cable - Cyan
appliedenergistics2:part:30, ME Covered Cable - Purple
appliedenergistics2:part:31, ME Covered Cable - Blue
appliedenergistics2:part:32, ME Covered Cable - Brown
appliedenergistics2:part:33, ME Covered Cable - Green
appliedenergistics2:part:34, ME Covered Cable - Red
appliedenergistics2:part:35, ME Covered Cable - Black
appliedenergistics2:part:36, ME Covered Cable - Fluix
appliedenergistics2:part:60, ME Dense Cable - White
appliedenergistics2:part:61, ME Dense Cable - Orange
appliedenergistics2:part:62, ME Dense Cable - Magenta
appliedenergistics2:part:63, ME Dense Cable - Light Blue
appliedenergistics2:part:64, ME Dense Cable - Yellow
appliedenergistics2:part:65, ME Dense Cable - Lime
appliedenergistics2:part:66, ME Dense Cable - Pink
appliedenergistics2:part:67, ME Dense Cable - Gray
appliedenergistics2:part:68, ME Dense Cable - Light Gray
appliedenergistics2:part:69, ME Dense Cable - Cyan
appliedenergistics2:part:70, ME Dense Cable - Purple
appliedenergistics2:part:71, ME Dense Cable - Blue
appliedenergistics2:part:72, ME Dense Cable - Brown
appliedenergistics2:part:73, ME Dense Cable - Green
appliedenergistics2:part:74, ME Dense Cable - Red
appliedenergistics2:part:75, ME Dense Cable - Black
appliedenergistics2:part:76, ME Dense Cable - Fluix
appliedenergistics2:part:0, ME Glass Cable - White
appliedenergistics2:part:1, ME Glass Cable - Orange
appliedenergistics2:part:2, ME Glass Cable - Magenta
appliedenergistics2:part:3, ME Glass Cable - Light Blue
appliedenergistics2:part:4, ME Glass Cable - Yellow
appliedenergistics2:part:5, ME Glass Cable - Lime
appliedenergistics2:part:6, ME Glass Cable - Pink
appliedenergistics2:part:7, ME Glass Cable - Gray
appliedenergistics2:part:8, ME Glass Cable - Light Gray
appliedenergistics2:part:9, ME Glass Cable - Cyan
appliedenergistics2:part:10, ME Glass Cable - Purple
appliedenergistics2:part:11, ME Glass Cable - Blue
appliedenergistics2:part:12, ME Glass Cable - Brown
appliedenergistics2:part:13, ME Glass Cable - Green
appliedenergistics2:part:14, ME Glass Cable - Red
appliedenergistics2:part:15, ME Glass Cable - Black
appliedenergistics2:part:16, ME Glass Cable - Fluix
appliedenergistics2:part:40, ME Smart Cable - White
appliedenergistics2:part:41, ME Smart Cable - Orange
appliedenergistics2:part:42, ME Smart Cable - Magenta
appliedenergistics2:part:43, ME Smart Cable - Light Blue
appliedenergistics2:part:44, ME Smart Cable - Yellow
appliedenergistics2:part:45, ME Smart Cable - Lime
appliedenergistics2:part:46, ME Smart Cable - Pink
appliedenergistics2:part:47, ME Smart Cable - Gray
appliedenergistics2:part:48, ME Smart Cable - Light Gray
appliedenergistics2:part:49, ME Smart Cable - Cyan
appliedenergistics2:part:50, ME Smart Cable - Purple
appliedenergistics2:part:51, ME Smart Cable - Blue
appliedenergistics2:part:52, ME Smart Cable - Brown
appliedenergistics2:part:53, ME Smart Cable - Green
appliedenergistics2:part:54, ME Smart Cable - Red
appliedenergistics2:part:55, ME Smart Cable - Black
appliedenergistics2:part:56, ME Smart Cable - Fluix
appliedenergistics2:part:420, ME Conversion Monitor
appliedenergistics2:part:360, ME Crafting Terminal
appliedenergistics2:part:200, Dark Illuminated Panel
appliedenergistics2:part:260, ME Export Bus
appliedenergistics2:part:320, ME Formation Plane
appliedenergistics2:part:301, ME Identity Annihilation Plane
appliedenergistics2:part:240, ME Import Bus
appliedenergistics2:part:440, ME Interface
appliedenergistics2:part:480, ME Interface Terminal
appliedenergistics2:part:100, ME Inverted Toggle Bus
appliedenergistics2:part:280, ME Level Emitter
appliedenergistics2:part:160, Bright Illuminated Panel
appliedenergistics2:part:463, P2P Tunnel - Fluid
appliedenergistics2:part:462, P2P Tunnel - Item
appliedenergistics2:part:467, P2P Tunnel - Light
appliedenergistics2:part:460, P2P Tunnel - ME
appliedenergistics2:part:461, P2P Tunnel - Redstone
appliedenergistics2:part:340, ME Pattern Terminal
appliedenergistics2:part:140, Quartz Fiber
appliedenergistics2:part:180, Illuminated Panel
appliedenergistics2:part:220, ME Storage Bus
appliedenergistics2:part:400, ME Storage Monitor
appliedenergistics2:part:380, ME Terminal
appliedenergistics2:part:80, ME Toggle Bus
theoneprobe:probe, The One Probe
theoneprobe:creativeprobe, The Creative Probe
theoneprobe:diamond_helmet_probe:0, Diamond Helmet with Probe
theoneprobe:gold_helmet_probe:0, Gold Helmet with Probe
theoneprobe:iron_helmet_probe:0, Iron Helmet with Probe
theoneprobe:probenote, The One Probe Read Me
attaineddrops:soilcreator, Vitalized Soil Planter
attaineddrops:base_soil, Unenriched Vitalized Soil 
attaineddrops:plant, Attained Plant
attaineddrops:itemseed, Mob Drop Plant Seed
attaineddrops:itemessence, Life Essence
attaineddrops:blaze_bulb, Blaze Bulb
attaineddrops:enderpearl_bulb, Ender Pearl Bulb
attaineddrops:gunpowder_bulb, Gunpowder Bulb
attaineddrops:bone_bulb, Bone Bulb
attaineddrops:spidereye_bulb, Spider Eye Bulb
attaineddrops:string_bulb, String Bulb
attaineddrops:ghasttear_bulb, Ghast Tear Bulb
attaineddrops:rottenflesh_bulb, Rotten Flesh Bulb
attaineddrops:slimeball_bulb, Slimeball Bulb
attaineddrops:prismarine_bulb, Prismarine Shard Bulb
attaineddrops:witherskull_bulb, Wither Skull Bulb
attaineddrops:blaze_soil, Enriched Vitalized Soil
attaineddrops:enderpearl_soil, Enriched Vitalized Soil
attaineddrops:gunpowder_soil, Enriched Vitalized Soil
attaineddrops:bone_soil, Enriched Vitalized Soil
attaineddrops:spidereye_soil, Enriched Vitalized Soil
attaineddrops:string_soil, Enriched Vitalized Soil
attaineddrops:ghasttear_soil, Enriched Vitalized Soil
attaineddrops:rottenflesh_soil, Enriched Vitalized Soil
attaineddrops:slimeball_soil, Enriched Vitalized Soil
attaineddrops:prismarine_soil, Enriched Vitalized Soil
attaineddrops:witherskull_soil, Enriched Vitalized Soil
badmobs:infobook, Entity Data Book
bibliocraft:Bookcase:0, Oak Bookcase
bibliocraft:Bookcase:1, Spruce Bookcase
bibliocraft:Bookcase:2, Birch Bookcase
bibliocraft:Bookcase:3, Jungle Bookcase
bibliocraft:Bookcase:4, Acacia Bookcase
bibliocraft:Bookcase:5, Dark Oak Bookcase
bibliocraft:Bookcase:6, Framed Bookcase
bibliocraft:BookcaseCreative:0, Oak Creative Bookcase
bibliocraft:BookcaseCreative:1, Spruce Creative Bookcase
bibliocraft:BookcaseCreative:2, Birch Creative Bookcase
bibliocraft:BookcaseCreative:3, Jungle Creative Bookcase
bibliocraft:BookcaseCreative:4, Acacia Creative Bookcase
bibliocraft:BookcaseCreative:5, Dark Oak Creative Bookcase
bibliocraft:BookcaseCreative:6, Framed Creative Bookcase
bibliocraft:Shelf:0, Oak Shelf
bibliocraft:Shelf:1, Spruce Shelf
bibliocraft:Shelf:2, Birch Shelf
bibliocraft:Shelf:3, Jungle Shelf
bibliocraft:Shelf:4, Acacia Shelf
bibliocraft:Shelf:5, Dark Oak
bibliocraft:Shelf:6, Framed Shelf
bibliocraft:MarkerPole, tile.BiblioCraft:MarkerPole.name
bibliocraft:Clipboard, tile.BiblioCraft:Clipboard.name
bibliocraft:FurniturePaneler:0, Oak Furniture Paneler
bibliocraft:FurniturePaneler:1, Spruce Furniture Paneler
bibliocraft:FurniturePaneler:2, Birch Furniture Paneler
bibliocraft:FurniturePaneler:3, Jungle Furniture Paneler
bibliocraft:FurniturePaneler:4, Acacia Furniture Paneler
bibliocraft:FurniturePaneler:5, Dark Oak Furniture Paneler
bibliocraft:FurniturePaneler:6, Framed Furniture Paneler
bibliocraft:FramedChest:0, Oak Framed Chest
bibliocraft:FramedChest:1, Spruce Framed Chest
bibliocraft:FramedChest:2, Birch Framed Chest
bibliocraft:FramedChest:3, Jungle Framed Chest
bibliocraft:FramedChest:4, Acacia Framed Chest
bibliocraft:FramedChest:5, Dark Oak Framed Chest
bibliocraft:FramedChest:6, Framed Framed Chest
bibliocraft:FancySign:0, Oak Fancy Sign
bibliocraft:FancySign:1, Spruce Fancy Sign
bibliocraft:FancySign:2, Birch Fancy Sign
bibliocraft:FancySign:3, Jungle Fancy Sign
bibliocraft:FancySign:4, Acacia Fancy Sign
bibliocraft:FancySign:5, Dark Oak Fancy Sign
bibliocraft:FancySign:6, Framed Fancy Sign
bibliocraft:FancyWorkbench:0, Oak Fancy Workbench
bibliocraft:FancyWorkbench:1, Spruce Fancy Workbench
bibliocraft:FancyWorkbench:2, Birch Fancy Workbench
bibliocraft:FancyWorkbench:3, Jungle Fancy Workbench
bibliocraft:FancyWorkbench:4, Acacia Fancy Workbench
bibliocraft:FancyWorkbench:5, Dark Oak Workbench
bibliocraft:FancyWorkbench:6, Framed Fancy Workbench
bibliocraft:PotionShelf:0, Oak Potion Shelf
bibliocraft:PotionShelf:1, Spruce Potion Shelf
bibliocraft:PotionShelf:2, Birch Potion Shelf
bibliocraft:PotionShelf:3, Jungle Potion Shelf
